age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
37.0,167.8,70,35.6,85.0,120.0,26.1,-2.8,13.0,142.0
63.0,167.6,57,15.0,85.0,138.0,43.0,12.6,28.0,197.0
26.0,172.1,73,17.8,79.0,141.0,52.9,11.6,47.0,214.0
26.0,170.4,66,24.3,85.0,126.0,24.3,16.2,48.0,153.0
63.0,150.2,51,37.4,77.0,142.0,19.8,18.8,19.0,123.0
21.0,177.6,74,78.4,69.0,122.0,44.9,26.1,59.0,235.0
57.0,175.5,82,25.4,85.0,152.0,42.5,10.4,27.0,183.0
26.0,172.0,76,29.2,88.0,141.0,39.1,-25.0,22.0,197.0
50.0,173.6,68,22.3,87.0,144.0,42.2,16.4,56.0,195.0
43.0,159.9,56,25.8,64.0,111.0,25.0,17.0,23.0,165.0
61.0,177.8,78,15.1,71.0,127.0,51.9,3.5,47.0,140.0
21.0,172.5,71,20.6,69.0,143.0,37.3,16.2,37.0,222.0
56.0,167.3,54,18.7,64.0,116.0,36.6,20.5,38.0,205.0
39.0,178.3,80,21.0,73.0,126.0,49.7,8.9,36.0,201.0
61.0,159.4,56,25.2,82.0,159.0,28.0,4.8,26.0,169.0
26.0,158.2,60,32.5,80.0,120.0,34.0,26.0,50.0,173.0
25.0,171.9,80,29.0,76.0,115.0,41.0,14.2,15.0,202.0
29.0,162.5,57,33.5,78.0,114.0,24.7,19.8,36.0,167.0
25.0,159.0,50,20.1,60.0,130.0,29.8,20.7,44.0,186.0
45.0,159.0,50,16.0,81.0,136.0,32.6,28.8,59.0,212.0
27.0,176.0,70,16.7,70.0,114.0,60.2,17.2,66.0,241.0
27.0,168.1,72,33.7,84.0,145.0,28.5,8.1,25.0,121.0
26.0,176.1,73,18.1,62.0,126.0,42.4,17.9,57.0,234.0
50.0,165.5,71,19.5,80.0,146.0,45.1,0.8,45.0,217.0
22.0,170.3,63,16.9,74.0,122.0,31.7,14.9,51.0,206.0
35.0,168.1,67,11.1,69.0,115.0,47.3,26.7,65.0,214.0
27.0,171.0,63,14.7,96.0,144.0,35.6,2.7,47.0,229.0
24.0,170.2,79,13.2,93.0,149.0,51.7,17.0,64.0,259.0
25.0,162.9,60,27.4,69.0,108.0,35.1,9.5,38.0,195.0
21.0,171.9,61,17.6,99.0,131.0,32.1,8.3,44.0,194.0
64.0,163.4,62,27.3,89.0,146.0,35.1,15.5,27.0,175.0
21.0,179.1,70,12.0,96.0,154.0,46.5,9.3,47.0,240.0
60.0,153.2,50,32.6,78.0,143.0,28.1,20.4,3.0,118.0
52.0,169.3,68,23.5,92.0,132.0,44.1,11.3,36.0,182.0
35.0,173.7,68,23.2,87.0,142.0,43.5,13.5,43.0,195.0
35.0,169.7,97,33.6,94.0,139.0,43.3,5.3,24.0,200.0
58.0,177.4,73,15.8,72.0,144.0,20.5,17.9,36.0,194.0
41.0,170.2,85,21.3,89.0,130.0,49.1,13.4,42.0,225.0
23.0,182.8,88,28.8,80.0,151.0,42.1,16.4,55.0,221.0
47.0,176.5,77,15.9,98.0,153.0,40.1,19.4,47.0,213.0
30.0,180.3,89,16.8,68.0,127.0,60.2,18.0,61.0,260.0
62.0,162.8,58,23.8,73.0,138.0,22.0,20.0,26.0,120.0
48.0,179.2,79,27.3,73.0,120.0,42.0,17.0,31.0,215.0
57.0,160.4,62,32.7,69.0,123.0,24.9,19.5,15.0,148.0
32.0,175.7,61,19.6,75.0,128.0,41.1,-2.5,35.0,198.0
30.0,167.2,60,22.3,87.0,141.0,44.9,9.6,41.0,193.0
23.0,168.7,61,12.1,76.0,111.0,36.3,24.4,59.0,242.0
23.0,179.6,67,17.0,97.0,137.0,37.8,14.9,44.0,175.0
61.0,177.5,68,21.3,65.0,112.0,39.7,3.5,24.0,197.0
53.0,163.9,60,35.0,89.0,145.0,21.3,4.1,17.0,130.0
27.0,163.2,53,23.3,88.0,148.0,29.1,20.1,41.0,201.0
47.0,164.7,55,28.0,68.0,101.0,22.6,19.5,26.0,138.0
47.0,159.9,52,25.2,61.0,96.0,27.4,24.4,31.0,164.0
34.0,175.6,89,25.9,89.0,135.0,44.8,16.5,42.0,206.0
27.0,173.6,69,9.0,77.0,127.0,50.0,21.0,51.0,245.0
21.0,152.5,47,36.9,67.0,109.0,17.5,1.3,9.0,139.0
22.0,187.0,101,26.3,75.0,133.0,47.0,8.6,56.0,242.0
21.0,160.7,49,28.4,88.0,132.0,24.6,21.1,56.0,166.0
38.0,176.6,69,11.4,75.0,141.0,43.9,27.5,53.0,250.0
32.0,176.1,75,18.4,86.0,148.0,55.7,6.6,53.0,210.0
54.0,156.8,60,30.2,86.0,108.0,33.4,24.0,34.0,162.0
23.0,155.8,50,26.3,67.0,97.0,23.9,19.2,32.0,162.0
26.0,176.3,75,15.5,94.0,137.0,43.0,11.3,54.0,216.0
22.0,170.8,66,32.6,84.0,138.0,27.5,22.7,37.0,166.0
61.0,167.0,62,19.5,78.0,129.0,31.5,2.6,36.0,181.0
32.0,179.3,86,23.5,84.0,135.0,52.6,10.5,46.0,192.0
48.0,175.0,84,29.2,96.0,137.0,37.0,-2.4,24.0,171.0
37.0,161.2,53,30.5,70.0,122.0,25.4,21.1,19.0,173.0
34.0,169.4,77,22.8,90.0,150.0,51.5,25.9,47.0,217.0
26.0,165.3,55,26.8,71.0,122.0,26.3,24.6,28.0,156.0
45.0,149.0,45,30.3,88.0,121.0,20.5,6.7,22.0,138.0
21.0,174.4,72,17.7,66.0,110.0,49.9,17.8,42.0,229.0
30.0,161.9,67,16.5,81.0,127.0,44.1,25.1,39.0,222.0
48.0,168.1,68,29.3,97.0,149.0,37.0,-0.2,17.0,169.0
29.0,163.0,58,28.6,82.0,115.0,26.1,23.0,44.0,165.0
58.0,160.2,57,42.5,68.0,106.0,22.2,14.5,12.0,103.0
39.0,159.8,53,26.3,91.0,146.0,30.0,20.9,36.0,185.0
26.0,183.0,71,15.4,69.0,109.0,40.3,18.7,54.0,222.0
26.0,160.7,70,38.1,69.0,123.0,28.4,17.6,33.0,165.0
39.0,173.9,65,11.1,81.0,130.0,47.8,16.0,54.0,255.0
26.0,186.0,79,23.5,70.0,140.0,50.9,5.3,45.0,176.0
21.0,178.7,65,11.4,44.0,140.0,43.0,18.5,56.0,237.0
21.0,172.8,79,20.5,63.0,126.0,48.0,0.9,53.0,227.0
43.0,175.0,69,15.1,90.0,140.0,38.3,19.8,51.0,227.0
33.0,184.5,108,30.2,87.0,152.0,58.7,16.7,50.0,224.0
28.0,172.0,68,14.8,64.0,121.0,50.0,15.5,52.0,242.0
30.0,179.0,68,12.3,63.0,103.0,52.0,19.0,54.0,233.0
61.0,159.6,63,32.3,62.0,115.0,22.4,12.0,18.0,117.0
26.0,183.3,77,18.3,74.0,132.0,43.6,14.3,50.0,218.0
44.0,156.3,62,35.2,54.0,122.0,26.9,13.3,37.0,155.0
54.0,174.4,74,23.7,80.0,135.0,34.8,8.3,29.0,160.0
31.0,168.1,74,25.0,81.0,156.0,40.1,17.6,40.0,195.0
51.0,166.1,70,25.4,96.0,147.0,52.3,13.7,54.0,207.0
59.0,178.9,83,20.5,79.0,127.0,46.9,8.6,42.0,180.0
27.0,182.6,74,19.4,79.0,116.0,51.4,19.0,57.0,226.0
42.0,158.1,62,29.1,72.0,130.0,30.4,20.1,32.0,146.0
21.0,172.9,68,34.0,70.0,115.0,21.9,24.0,42.0,178.0
59.0,153.4,53,25.0,89.0,149.0,28.8,14.0,30.0,128.0
27.0,178.8,66,11.2,78.0,144.0,43.9,8.9,39.0,268.0
21.0,172.6,71,13.4,86.0,130.0,51.2,13.6,62.0,232.0
22.0,165.3,51,22.8,94.0,130.0,25.2,28.5,57.0,173.0
28.0,165.0,76,21.7,56.0,107.0,39.6,23.0,39.0,185.0
23.0,172.5,67,17.9,67.0,112.0,49.0,2.2,57.0,241.0
27.0,176.5,70,15.1,85.0,139.0,65.3,20.5,51.0,219.0
26.0,179.9,82,18.4,93.0,133.0,46.4,22.7,31.0,248.0
56.0,159.5,53,31.3,70.0,124.0,20.7,32.0,24.0,135.0
22.0,158.9,52,29.6,65.0,120.0,17.2,20.4,23.0,137.0
49.0,167.7,72,24.9,86.0,129.0,43.1,21.0,41.0,209.0
24.0,161.1,48,21.8,63.0,102.0,29.6,24.7,46.0,164.0
39.0,171.8,70,18.7,93.0,138.0,55.5,15.8,58.0,220.0
23.0,183.2,74,9.5,63.0,118.0,53.7,13.9,64.0,218.0
21.0,177.2,70,21.1,70.0,114.0,35.5,14.1,35.0,213.0
57.0,169.9,69,18.3,88.0,144.0,48.6,11.1,26.0,164.0
21.0,175.3,80,13.8,75.0,136.0,52.2,24.5,59.0,245.0
60.0,157.5,59,29.0,73.0,119.0,30.1,29.6,28.0,152.0
44.0,185.3,82,19.0,71.0,111.0,39.1,8.5,40.0,220.0
21.0,169.5,76,27.8,71.0,120.0,41.4,3.6,57.0,211.0
26.0,168.5,57,26.0,77.0,123.0,27.8,22.1,37.0,159.0
24.0,161.1,53,6.9,63.0,121.0,41.8,24.3,60.0,248.0
48.0,170.1,83,37.5,78.0,131.0,29.9,12.0,17.0,105.0
63.0,163.4,56,20.4,63.0,126.0,29.8,11.6,22.0,159.0
25.0,180.9,91,23.4,76.0,117.0,53.8,21.3,55.0,259.0
49.0,171.3,71,19.4,75.0,130.0,47.5,9.4,48.0,201.0
60.0,170.0,74,26.9,81.0,140.0,34.9,8.2,29.0,161.0
28.0,179.7,74,19.1,70.0,136.0,37.1,25.5,45.0,222.0
21.0,171.2,65,20.4,84.0,136.0,43.7,20.4,45.0,224.0
23.0,179.0,86,20.1,81.0,123.0,46.6,19.6,56.0,207.0
38.0,177.0,75,13.9,86.0,142.0,52.1,17.8,62.0,257.0
28.0,181.9,78,7.8,72.0,138.0,49.0,26.4,55.0,258.0
23.0,163.6,54,28.3,67.0,129.0,23.0,21.0,48.0,127.0
21.0,169.5,83,42.9,73.0,138.0,21.6,20.3,43.0,166.0
45.0,180.9,78,18.4,92.0,146.0,52.6,19.5,25.0,214.0
24.0,163.7,53,27.5,83.0,122.0,25.7,12.1,37.0,181.0
27.0,174.0,70,18.0,75.0,145.0,39.9,10.7,42.0,246.0
58.0,150.4,60,31.8,65.0,122.0,33.1,7.3,22.0,122.0
31.0,174.2,83,13.3,74.0,123.0,55.2,18.4,58.0,247.0
23.0,167.0,59,9.5,68.0,121.0,40.0,15.3,32.0,212.0
29.0,182.0,77,19.0,78.0,134.0,52.9,5.3,56.0,234.0
22.0,183.0,78,17.5,88.0,135.0,46.2,5.6,62.0,206.0
44.0,159.7,58,32.6,75.0,106.0,23.5,21.9,20.0,132.0
21.0,183.3,76,13.8,66.0,117.0,41.5,16.3,59.0,227.0
23.0,168.1,55,26.3,65.0,97.0,28.2,15.5,35.0,160.0
56.0,178.0,71,17.6,76.0,133.0,29.6,4.9,41.0,175.0
24.0,165.7,58,24.5,73.0,125.0,26.8,20.9,52.0,180.0
23.0,175.3,77,20.1,80.0,139.0,43.9,11.0,37.0,208.0
58.0,168.6,100,30.3,82.0,141.0,43.1,0.1,37.0,171.0
48.0,172.0,75,38.2,71.0,139.0,31.9,6.5,21.0,202.0
21.0,183.0,67,14.9,68.0,123.0,35.4,4.2,54.0,205.0
26.0,179.9,83,17.5,76.0,139.0,42.1,-5.3,60.0,233.0
63.0,167.2,73,24.4,83.0,157.0,53.3,24.6,31.0,189.0
25.0,179.7,79,14.8,98.0,149.0,53.9,17.2,58.0,220.0
32.0,170.3,66,9.3,72.0,151.0,47.9,16.7,51.0,247.0
59.0,152.6,61,36.1,70.0,122.0,21.1,16.8,22.0,120.0
36.0,179.1,72,16.3,93.0,125.0,44.2,9.7,39.0,217.0
40.0,183.7,97,32.6,88.0,155.0,47.3,14.0,32.0,206.0
29.0,170.5,68,13.5,81.0,135.0,39.8,23.3,48.0,247.0
27.0,171.8,70,17.1,76.0,136.0,44.7,13.8,55.0,247.0
24.0,166.6,50,17.7,60.0,105.0,22.6,31.0,50.0,198.0
33.0,163.7,49,25.8,81.0,117.0,21.6,13.9,38.0,191.0
49.0,176.9,73,17.9,75.0,124.0,53.9,17.5,50.0,219.0
32.0,191.4,93,14.6,71.0,149.0,58.7,15.5,35.0,235.0
57.0,155.4,53,23.7,77.0,124.0,27.6,21.8,35.0,140.0
28.0,178.8,68,17.4,67.0,120.0,35.1,-13.2,49.0,189.0
52.0,174.0,73,22.2,92.0,137.0,46.1,10.2,46.0,198.0
28.0,162.8,56,27.9,81.0,119.0,32.6,20.9,44.0,186.0
44.0,164.5,63,28.3,93.0,123.0,28.6,19.9,38.0,138.0
21.0,162.0,48,21.3,85.0,119.0,24.0,24.0,28.0,139.0
58.0,170.0,79,25.5,98.0,146.0,28.7,21.7,26.0,166.0
27.0,171.8,75,24.9,90.0,144.0,42.7,8.6,54.0,211.0
64.0,166.2,62,23.5,81.0,151.0,37.1,13.3,32.0,177.0
25.0,172.0,65,18.6,92.0,140.0,38.1,12.2,54.0,227.0
28.0,171.5,64,18.5,85.0,135.0,31.4,18.5,36.0,198.0
48.0,151.3,49,27.3,45.0,91.0,18.7,8.5,21.0,149.0
62.0,167.8,65,25.5,85.0,142.0,28.6,10.5,17.0,153.0
33.0,179.5,79,7.9,73.0,136.0,46.3,19.2,60.0,269.0
34.0,180.7,84,22.8,90.0,155.0,33.9,15.3,57.0,255.0
60.0,173.5,75,19.9,80.0,120.0,47.0,12.5,26.0,196.0
25.0,168.8,87,20.6,77.0,143.0,60.9,20.7,68.0,230.0
25.0,175.2,73,11.0,82.0,140.0,54.3,18.4,58.0,252.0
21.0,167.7,61,28.3,58.0,109.0,23.5,22.9,21.0,172.0
37.0,166.4,58,24.4,72.0,123.0,29.1,21.7,37.0,170.0
25.0,173.4,72,18.7,80.0,128.0,45.8,12.0,52.0,229.0
51.0,165.7,58,17.9,94.0,145.0,36.3,12.1,29.0,200.0
22.0,164.6,54,27.6,65.0,110.0,28.9,18.8,50.0,158.0
51.0,163.1,67,23.6,96.0,145.0,41.8,5.3,42.0,197.0
31.0,172.2,64,15.7,68.0,103.0,33.3,10.8,37.0,200.0
24.0,160.4,52,26.2,73.0,134.0,31.8,26.3,46.0,161.0
61.0,169.0,72,26.7,78.0,120.0,30.7,23.8,37.0,187.0
26.0,177.8,71,17.5,57.0,112.0,48.3,-6.0,35.0,190.0
40.0,173.8,73,12.0,80.0,148.0,46.9,15.0,50.0,250.0
37.0,178.8,86,22.1,92.0,150.0,36.8,16.7,41.0,209.0
21.0,160.6,53,23.4,68.0,116.0,26.9,25.7,25.0,189.0
44.0,162.3,55,26.8,85.0,132.0,25.2,17.8,36.0,145.0
32.0,179.8,81,23.9,93.0,141.0,47.8,6.7,49.0,252.0
27.0,177.0,69,13.9,66.0,125.0,39.5,6.0,58.0,221.0
21.0,148.0,43,19.3,52.0,108.0,28.5,28.9,55.0,185.0
30.0,162.1,62,21.0,84.0,139.0,38.1,10.3,53.0,195.0
21.0,173.6,69,16.1,89.0,127.0,48.8,10.1,50.0,221.0
28.0,172.0,74,28.0,80.0,120.0,40.5,0.7,59.0,186.0
64.0,156.0,62,33.2,78.0,135.0,31.7,15.8,23.0,144.0
55.0,169.6,71,18.5,80.0,124.0,42.8,16.0,26.0,210.0
39.0,182.7,80,17.2,92.0,142.0,50.7,14.9,46.0,222.0
33.0,165.2,61,29.9,92.0,143.0,30.4,20.5,39.0,186.0
28.0,187.7,84,10.2,86.0,152.0,53.4,6.5,56.0,237.0
29.0,179.8,76,11.8,96.0,147.0,60.3,22.2,62.0,229.0
21.0,158.5,51,18.0,87.0,139.0,20.3,13.8,61.0,214.0
21.0,157.7,45,17.7,75.0,107.0,22.2,24.9,20.0,184.0
43.0,162.0,72,40.5,86.0,122.0,26.6,4.0,22.0,110.0
35.0,180.6,78,23.9,90.0,133.0,39.1,-10.7,14.0,179.0
28.0,178.3,76,3.0,73.0,145.0,53.66,29.5,68.0,259.0
22.0,180.2,68,13.8,79.0,134.0,43.1,7.3,62.0,284.0
45.0,173.8,70,13.7,67.0,112.0,37.4,12.7,34.0,234.0
22.0,170.2,61,25.4,70.0,108.0,27.9,21.0,29.0,140.0
62.0,150.3,57,41.1,70.0,146.0,18.5,11.0,3.0,95.0
62.0,163.8,68,24.7,82.0,136.0,41.9,9.0,32.0,177.0
23.0,181.8,78,18.3,91.0,149.0,51.6,15.4,51.0,210.0
26.0,171.0,69,16.6,84.0,139.0,45.6,12.6,49.0,243.0
64.0,176.1,81,23.8,77.0,142.0,44.2,14.0,29.0,169.0
22.0,167.9,54,20.2,75.0,123.0,29.7,21.8,52.0,214.0
43.0,168.9,79,19.1,78.0,128.0,52.0,18.5,50.0,221.0
27.0,164.7,68,38.6,91.0,123.0,28.4,13.8,42.0,140.0
21.0,163.7,51,21.6,75.0,116.0,28.4,20.0,57.0,203.0
21.0,180.4,89,21.1,76.0,140.0,45.4,9.5,42.0,234.0
36.0,161.4,54,30.8,80.0,135.0,23.6,22.0,23.0,148.0
50.0,168.2,73,26.9,73.0,138.0,30.7,-7.5,22.0,186.0
21.0,177.6,85,21.4,79.0,142.0,43.5,20.8,43.0,248.0
56.0,152.0,49,35.0,79.0,134.0,21.6,15.8,10.0,129.0
34.0,170.4,64,16.9,90.0,142.0,47.9,5.8,45.0,202.0
45.0,179.4,78,22.8,92.0,159.0,31.7,15.9,51.0,218.0
57.0,163.3,65,31.7,59.0,116.0,20.3,26.1,10.0,118.0
22.0,158.4,63,35.8,72.0,113.0,21.0,6.5,33.0,159.0
25.0,163.4,54,26.3,84.0,123.0,30.8,11.5,25.0,177.0
59.0,161.4,53,29.0,82.0,144.0,24.3,21.4,24.0,122.0
28.0,161.5,52,33.2,77.0,120.0,18.4,-6.0,10.0,121.0
28.0,158.7,57,35.7,77.0,118.0,29.4,15.7,24.0,160.0
28.0,165.1,53,23.3,95.0,128.0,28.2,23.7,53.0,165.0
21.0,171.5,52,22.7,74.0,120.0,32.8,20.7,41.0,185.0
48.0,169.3,60,12.8,74.0,116.0,35.0,11.2,53.0,211.0
26.0,167.0,75,27.6,90.0,145.0,38.5,17.5,32.0,174.0
60.0,171.7,59,24.0,80.0,128.0,39.1,13.7,31.0,163.0
63.0,168.2,70,27.0,75.0,126.0,34.4,-1.4,25.0,158.0
32.0,181.0,78,17.6,68.0,114.0,49.5,10.6,52.0,182.0
25.0,162.9,61,26.4,81.0,139.0,18.6,25.6,29.0,165.0
60.0,168.3,66,22.3,96.0,157.0,41.0,7.0,34.0,167.0
25.0,178.0,67,18.2,80.0,123.0,40.2,17.2,50.0,230.0
39.0,161.2,49,21.2,45.0,92.0,23.5,17.3,28.0,137.0
37.0,175.3,88,26.7,90.0,151.0,53.2,16.2,57.0,220.0
26.0,163.6,60,35.6,85.0,116.0,35.1,19.3,45.0,159.0
41.0,169.0,76,19.1,79.0,152.0,52.9,10.1,52.0,236.0
30.0,172.4,96,35.1,78.0,144.0,30.7,-2.2,14.0,163.0
26.0,153.5,59,40.2,68.0,116.0,19.6,16.5,7.0,139.0
33.0,166.2,57,23.7,72.0,117.0,28.9,30.2,40.0,158.0
39.0,174.9,68,24.9,70.0,107.0,36.4,7.8,39.0,190.0
43.0,167.0,55,25.7,92.0,136.0,26.9,18.5,24.0,137.0
60.0,167.0,69,17.2,80.0,120.0,45.2,8.3,40.0,195.0
57.0,162.1,54,9.0,70.0,137.0,32.0,20.3,46.0,194.0
48.0,157.8,59,36.5,98.0,146.0,32.2,10.7,31.0,155.0
38.0,166.7,70,29.9,94.0,124.0,33.4,15.7,25.0,213.0
33.0,174.7,76,19.7,83.0,123.0,49.9,5.2,48.0,214.0
23.0,159.5,65,33.8,92.0,130.0,28.1,30.1,44.0,172.0
25.0,167.0,51,23.9,80.0,126.0,26.1,20.1,21.0,130.0
42.0,168.7,68,27.7,91.0,156.0,36.5,10.2,44.0,203.0
31.0,170.9,73,21.7,72.0,126.0,38.8,9.5,54.0,226.0
63.0,168.2,77,34.2,94.0,158.0,35.1,12.0,13.0,174.0
30.0,179.7,75,22.8,83.0,142.0,37.6,8.0,50.0,223.0
39.0,167.0,69,19.4,67.0,117.0,41.0,6.0,36.0,220.0
28.0,176.2,70,23.6,83.0,123.0,30.3,2.5,39.0,201.0
30.0,173.5,70,18.6,79.0,140.0,56.3,14.7,30.0,229.0
49.0,174.8,74,21.7,83.0,117.0,43.1,2.9,40.0,178.0
29.0,164.9,53,20.3,62.0,102.0,29.3,6.7,29.0,136.0
39.0,169.5,69,17.2,72.0,136.0,44.9,16.0,47.0,236.0
21.0,159.6,65,33.8,78.0,128.0,27.2,15.7,41.0,174.0
24.0,166.2,55,29.2,72.0,123.0,17.2,2.9,28.0,123.0
23.0,174.2,68,19.4,83.0,141.0,41.9,15.3,48.0,213.0
31.0,183.4,89,20.6,71.0,138.0,66.0,21.0,53.0,235.0
51.0,165.5,74,26.3,74.0,127.0,34.9,14.4,24.0,171.0
30.0,182.5,94,27.8,72.0,157.0,53.4,12.6,38.0,167.0
29.0,182.1,100,24.61084,92.0,157.0,57.2,12.9,54.0,204.0
27.0,179.2,86,23.8,63.0,124.0,43.5,8.3,36.0,198.0
34.0,174.5,74,24.3,94.0,154.0,39.3,22.5,56.0,224.0
46.0,171.7,60,19.0,68.0,122.0,37.4,16.4,53.0,194.0
37.0,172.2,66,17.6,86.0,128.0,46.2,14.9,39.0,224.0
36.0,175.9,71,23.4,85.0,134.0,47.3,12.8,46.0,221.0
21.0,164.5,54,24.7,72.0,142.0,24.7,22.6,45.0,176.0
59.0,169.3,72,20.2,96.0,146.0,41.9,21.2,44.0,197.0
53.0,185.6,92,22.8,86.0,135.0,50.7,11.3,39.0,210.0
61.0,159.5,54,32.3,71.0,126.0,26.4,-3.4,0.0,127.0
61.0,152.4,51,30.5,96.0,136.0,21.7,14.4,17.0,129.0
35.0,161.5,48,21.8,72.0,100.0,31.6,26.0,32.0,186.0
31.0,178.8,84,24.3,69.0,136.0,41.8,-2.8,40.0,160.0
36.0,178.1,74,22.2,78.0,133.0,38.6,8.4,37.0,217.0
28.0,163.7,51,21.5,63.0,103.0,22.6,7.8,41.0,158.0
21.0,168.4,71,22.3,70.0,120.0,35.2,8.5,61.0,213.0
29.0,150.3,54,29.3,64.0,122.0,27.5,26.0,26.0,150.0
22.0,170.6,68,28.9,87.0,120.0,33.4,22.9,42.0,201.0
22.0,168.6,73,23.4,83.0,133.0,38.7,16.3,47.0,209.0
56.0,172.0,60,19.5,70.0,120.0,20.6,15.0,25.0,170.0
21.0,171.4,67,23.1,81.0,117.0,38.0,12.3,54.0,184.0
36.0,178.2,69,22.4,68.0,123.0,41.8,7.6,48.0,203.0
22.0,170.4,63,13.1,97.0,137.0,40.4,13.3,48.0,233.0
61.0,166.0,66,24.5,83.0,123.0,32.6,3.1,22.0,174.0
27.0,174.0,64,16.5,92.0,129.0,44.6,15.5,52.0,226.0
41.0,168.1,62,25.5,72.0,137.0,26.4,24.8,23.0,164.0
36.0,170.1,68,22.0,73.0,115.0,38.3,15.3,51.0,219.0
32.0,170.7,90,36.2,82.0,133.0,45.1,11.4,33.0,188.0
54.0,169.0,64,32.5,69.0,117.0,25.9,20.1,16.0,145.0
23.0,177.0,73,15.7,84.0,134.0,51.8,19.7,46.0,230.0
27.0,176.5,80,16.5,63.0,124.0,48.6,7.5,51.0,240.0
21.0,172.0,74,16.6,68.0,132.0,39.9,16.3,68.0,240.0
60.0,161.3,68,23.3,89.0,153.0,39.6,15.9,21.0,182.0
36.0,178.6,98,31.7,79.0,129.0,52.4,17.0,43.0,209.0
41.0,181.3,79,22.4,87.0,131.0,49.2,15.5,47.0,253.0
47.0,152.4,62,34.8,66.0,117.0,21.4,10.5,2.0,160.0
22.0,169.3,76,23.5,83.0,121.0,25.1,17.0,51.0,210.0
31.0,172.6,88,23.1,84.0,134.0,58.3,21.5,51.0,234.0
30.0,170.4,61,21.9,63.0,97.0,29.3,12.6,33.0,166.0
46.0,159.1,52,32.5,76.0,123.0,21.9,8.0,21.0,140.0
24.0,169.3,65,20.4,71.0,115.0,38.0,21.5,50.0,246.0
52.0,160.7,74,31.8,90.0,154.0,23.3,16.7,26.0,154.0
61.0,150.7,55,33.3,85.0,158.0,23.9,32.9,24.0,149.0
22.0,178.6,83,20.3,83.0,139.0,47.8,18.1,57.0,229.0
36.0,158.2,64,33.6,64.0,109.0,27.6,22.1,30.0,137.0
54.0,171.5,78,24.0,80.0,120.0,42.8,8.5,33.0,193.0
21.0,177.0,87,23.8,80.0,135.0,61.8,15.7,56.0,238.0
58.0,172.7,70,20.8,61.0,157.0,42.9,23.3,40.0,186.0
60.0,163.4,75,34.2,91.0,120.0,29.6,16.2,15.0,161.0
28.0,168.5,56,22.0,88.0,127.0,27.9,23.4,46.0,189.0
28.0,178.4,77,27.5,86.0,139.0,48.5,17.0,52.0,231.0
36.0,176.0,80,31.7,95.0,154.0,38.4,3.5,46.0,221.0
31.0,167.0,69,29.4,94.0,148.0,45.0,5.5,36.0,205.0
64.0,169.9,73,23.1,92.0,152.0,45.0,4.6,23.0,162.0
24.0,170.7,89,34.3,85.0,141.0,38.4,4.2,42.0,187.0
22.0,180.7,71,18.8,60.0,109.0,40.6,11.3,46.0,249.0
58.0,156.4,59,30.2,80.0,140.0,32.3,21.3,20.0,153.0
23.0,153.6,45,28.9,71.0,121.0,24.6,12.9,24.0,106.0
30.0,176.2,83,19.4,82.0,150.0,43.8,13.1,53.0,218.0
46.0,173.3,69,21.9,88.0,140.0,44.3,15.5,45.0,208.0
46.0,171.9,64,25.9,73.0,130.0,43.2,1.9,23.0,198.0
61.0,175.4,71,20.2,96.0,149.0,40.0,10.4,27.0,186.0
28.0,182.0,78,9.8,57.0,119.0,42.8,26.1,52.0,221.0
29.0,171.0,71,33.2,90.0,149.0,30.3,27.3,35.0,174.0
24.0,155.6,55,31.4,72.0,126.0,29.6,25.1,56.0,168.0
25.0,170.6,60,17.1,68.0,115.0,44.3,9.5,47.0,191.0
23.0,174.6,70,13.3,82.0,112.0,38.1,12.6,56.0,213.0
56.0,172.3,71,18.9,87.0,137.0,44.3,21.0,42.0,201.0
35.0,163.8,63,31.3,71.0,131.0,20.7,20.9,26.0,162.0
50.0,179.1,102,30.5,83.0,130.0,40.1,-6.5,14.0,162.0
62.0,171.0,72,23.0,73.0,140.0,43.5,9.0,32.0,161.0
21.0,167.4,64,32.1,64.0,116.0,29.5,20.7,42.0,187.0
21.0,158.1,56,27.0,74.0,122.0,30.3,20.6,42.0,191.0
22.0,178.2,75,17.2,84.0,138.0,42.0,16.4,57.0,226.0
37.0,148.7,38,22.8,83.0,123.0,19.7,19.6,31.0,165.0
29.0,169.7,75,23.0,50.0,118.0,38.8,14.0,53.0,227.0
27.0,164.0,53,22.0,80.0,120.0,21.4,10.3,32.0,155.0
25.0,168.6,55,19.8,73.0,126.0,30.3,20.1,38.0,178.0
39.0,178.1,82,24.8,83.0,131.0,49.7,-3.8,44.0,219.0
33.0,174.0,93,37.8,93.0,136.0,42.0,-2.8,31.0,165.0
53.0,168.6,65,21.3,86.0,131.0,40.0,9.3,30.0,195.0
23.0,157.6,57,26.4,62.0,111.0,27.3,15.9,39.0,142.0
63.0,166.3,72,25.9,64.0,103.0,41.2,2.5,22.0,171.0
22.0,171.5,83,22.9,66.0,131.0,46.1,-10.8,46.0,204.0
21.0,180.0,73,20.1,67.0,120.0,42.1,6.7,54.0,232.0
52.0,166.8,71,25.4,92.0,142.0,39.4,15.7,20.0,187.0
53.0,173.4,69,21.7,90.0,152.0,35.2,6.3,32.0,156.0
23.0,176.5,66,21.7,78.0,122.0,30.6,-13.5,44.0,188.0
56.0,164.4,57,34.9,88.0,145.0,25.1,16.1,23.0,135.0
