age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
28.0,F,159.6,50.8,27.3,77.0,120.0,21.0,17.6,36.0,174.0,B
22.0,M,176.5,69.88,17.0,79.0,159.0,43.2,16.9,50.0,220.0,B
61.0,M,167.4,57.1,19.7,64.0,125.0,34.7,3.4,33.0,161.0,C
22.0,M,166.0,76.1,19.1,77.0,140.0,37.1,17.8,61.0,226.0,A
32.0,M,163.5,70.4,25.6,86.0,132.0,34.8,15.7,46.0,196.0,D
56.0,F,158.6,59.74,27.1,80.0,120.0,23.2,22.0,20.0,156.0,B
25.0,M,170.7,66.8,15.9,70.0,132.0,48.5,20.2,56.0,245.0,A
21.0,M,185.8,83.6,13.4,90.0,142.0,45.0,-6.2,59.0,232.0,D
23.0,F,152.7,48.08,27.0,66.0,126.0,29.3,21.0,41.0,182.0,A
28.0,F,153.6,54.7,39.0,74.0,117.0,22.5,16.0,38.0,137.0,C
23.0,M,172.0,72.0,28.6,80.0,120.0,29.2,1.8,45.0,213.0,D
45.0,F,155.9,58.2,37.2,80.0,110.0,27.9,18.6,19.0,146.0,C
60.0,M,172.5,73.9,21.2,76.0,137.0,40.0,13.5,36.0,189.0,B
33.0,M,168.7,62.3,22.7,63.0,113.0,35.2,-6.9,28.0,195.0,D
53.0,M,170.4,68.8,23.4,96.0,146.0,41.6,13.2,47.0,218.0,B
22.0,M,169.0,73.8,17.7,62.0,127.0,40.7,12.7,63.0,236.0,C
45.0,M,167.4,82.9,33.4,87.0,145.0,39.3,2.8,17.0,185.0,D
31.0,M,185.3,93.14,19.0,89.0,149.0,44.3,14.5,51.0,230.0,C
25.0,M,185.0,88.1,18.0,66.0,123.0,42.7,5.3,45.0,222.0,C
39.0,M,169.9,62.7,19.9,67.0,130.0,39.0,24.8,57.0,192.0,C
22.0,F,163.3,57.2,25.2,66.0,112.0,30.0,12.9,30.0,138.0,C
26.0,M,181.9,87.3,24.8,68.0,125.0,47.7,5.8,49.0,193.0,C
35.0,F,151.7,44.1,26.6,87.0,128.0,20.2,15.2,21.0,113.0,C
28.0,M,180.1,75.4,18.5,65.0,135.0,51.8,9.0,58.0,220.0,C
39.0,M,184.4,85.7,18.5,92.0,138.0,49.8,13.7,46.0,223.0,D
29.0,M,171.5,75.36,27.1,88.0,156.0,42.5,21.9,51.0,217.0,D
40.0,M,180.1,82.4,15.1,88.0,130.0,54.7,20.0,50.0,210.0,A
46.0,M,168.4,75.0,19.0,74.0,119.0,44.0,16.4,41.0,195.0,B
29.0,F,159.6,61.9,38.3,79.0,113.0,24.0,20.3,27.0,146.0,C
26.0,M,165.9,68.7,16.5,73.0,157.0,54.1,24.5,68.0,220.0,A
36.0,M,176.7,72.7,9.7,72.0,114.0,50.6,14.4,48.0,212.0,A
27.0,F,174.4,64.4,29.1,81.0,109.0,34.0,21.5,45.0,156.0,A
36.0,M,168.0,83.5,22.9,87.0,139.0,55.9,13.0,61.0,222.0,B
24.0,F,161.7,50.0,24.8,75.0,122.0,18.2,15.5,20.0,114.0,D
26.0,F,163.5,52.0,19.3,68.0,119.0,27.9,25.5,40.0,184.0,A
23.0,F,175.1,70.8,34.2,93.0,136.0,31.3,24.4,40.0,179.0,C
48.0,F,153.0,51.7,27.5,81.0,144.0,24.2,16.4,24.0,132.0,C
56.0,M,162.7,74.8,31.3,79.0,140.0,36.6,3.9,24.0,160.0,D
23.0,M,179.0,78.6,17.5,60.0,139.0,38.8,16.5,64.0,263.0,C
44.0,M,167.1,59.9,18.8,85.0,121.0,42.1,14.9,42.0,206.0,B
21.0,F,163.3,45.3,17.0,70.0,110.0,21.8,1.2,18.0,140.0,D
42.0,M,174.7,76.2,20.5,77.0,113.0,43.4,23.4,34.0,239.0,D
52.0,F,159.0,59.5,30.0,99.0,157.0,24.5,23.0,32.0,160.0,B
26.0,M,171.1,72.7,26.3,84.0,145.0,38.9,7.2,41.0,199.0,C
29.0,M,184.3,89.5,17.8,77.0,127.0,54.7,21.7,54.0,234.0,B
21.0,F,163.4,55.92,30.9,85.0,116.0,28.3,31.5,43.0,186.0,A
60.0,F,162.6,63.2,34.4,81.0,123.0,22.5,16.2,11.0,120.0,C
25.0,F,163.5,54.5,25.0,79.0,112.0,26.1,25.4,41.0,175.0,A
23.0,M,162.6,63.8,17.9,69.0,130.0,39.1,5.2,45.0,191.0,D
24.0,F,163.7,61.0,38.3,89.0,122.0,17.6,7.9,0.0,113.0,D
53.0,M,180.8,78.0,25.9,81.0,140.0,39.1,0.1,22.0,187.0,D
51.0,F,159.6,79.9,43.8,87.0,138.0,19.6,11.1,14.0,160.0,D
37.0,F,163.9,67.0,30.0,54.0,106.0,27.9,6.0,24.0,180.0,D
37.0,F,155.0,71.1,24.6,75.0,123.0,26.3,6.7,22.0,144.0,D
37.0,M,172.6,78.26,30.7,120.0,158.0,40.1,6.6,28.0,199.0,D
23.0,M,175.2,70.8,15.5,66.0,114.0,44.4,11.0,44.0,196.0,C
61.0,F,153.3,52.3,37.0,69.0,113.0,15.8,16.8,10.0,118.0,C
50.0,M,167.8,69.6,24.2,97.0,166.0,41.7,14.8,58.0,212.0,A
38.0,F,170.6,62.8,32.8,81.0,129.0,19.2,19.1,21.0,172.0,C
35.0,M,179.0,79.0,13.5,91.0,140.0,56.7,29.3,62.0,259.0,A
26.0,F,154.5,60.4,33.8,76.0,126.0,26.5,22.3,28.0,165.0,B
25.0,M,172.5,62.4,6.3,76.0,118.0,41.8,18.7,53.0,241.0,A
62.0,M,176.5,70.9,19.1,76.0,129.0,31.9,3.6,28.0,151.0,C
34.0,F,159.4,69.2,35.9,78.0,133.0,31.2,22.4,31.0,168.0,B
32.0,F,153.6,49.4,31.9,66.0,115.0,19.6,24.8,33.0,135.0,C
27.0,F,166.3,52.3,26.5,98.0,129.0,30.0,20.5,43.0,146.0,B
33.0,M,169.3,71.1,20.0,79.0,136.0,45.8,17.2,52.0,223.0,C
30.0,M,172.9,82.7,24.9,75.0,131.0,52.3,-7.5,28.0,203.0,D
56.0,M,168.9,72.28,21.6,98.0,146.0,38.5,16.8,36.0,182.0,A
29.0,M,187.0,85.3,14.6,95.0,151.0,54.5,17.0,59.0,234.0,A
36.0,M,167.9,65.5,18.7,68.0,150.0,47.2,21.7,57.0,247.0,A
47.0,F,158.2,55.9,27.14,96.0,141.0,26.8,6.3,19.0,129.0,D
64.0,F,153.3,66.3,38.5,83.0,151.0,28.1,21.3,29.0,118.0,A
55.0,M,172.9,67.5,18.7,70.0,113.0,42.4,8.0,32.0,183.0,C
27.0,F,151.5,49.8,31.1,73.0,117.0,25.7,18.7,37.0,165.0,A
38.0,F,166.6,64.6,20.3,95.0,145.0,30.8,23.6,42.0,168.0,A
24.0,M,174.8,72.4,11.6,85.0,148.0,54.6,17.5,52.0,259.0,B
41.0,F,165.2,67.5,30.4,72.0,123.0,27.4,19.9,35.0,177.0,C
58.0,F,157.8,57.6,32.0,79.0,128.0,27.4,19.8,19.0,148.0,B
28.0,M,178.0,82.2,29.3,80.0,123.0,32.5,23.6,36.0,214.0,D
23.0,F,163.1,55.2,32.3,70.0,95.0,25.1,12.8,23.0,133.0,C
58.0,M,168.7,76.1,27.5,84.0,139.0,34.5,2.0,0.0,0.0,D
21.0,F,158.0,52.4,30.9,77.0,112.0,27.6,27.1,34.0,170.0,C
34.0,M,171.1,68.4,18.5,66.0,106.0,39.0,18.7,52.0,232.0,A
50.0,M,177.8,86.3,26.3,85.0,136.0,54.1,11.3,27.0,205.0,D
62.0,F,149.1,60.0,37.1,82.0,139.0,22.5,17.4,20.0,119.0,B
27.0,M,174.5,76.8,14.6,91.0,154.0,51.9,16.0,58.0,237.0,A
52.0,M,145.8,58.6,45.8,86.0,138.0,19.9,13.2,10.0,50.0,D
44.0,F,155.0,62.0,31.8,62.0,106.0,28.0,26.5,19.0,160.0,D
23.0,F,168.8,59.3,18.7,82.0,106.0,30.1,24.2,39.0,216.0,A
59.0,M,170.8,72.3,24.2,72.0,117.0,40.1,11.0,29.0,184.0,B
24.0,M,181.4,86.8,19.3,72.0,138.0,51.8,18.0,46.0,242.0,C
28.0,M,178.0,83.46,19.4,84.0,147.0,48.6,25.3,55.0,231.0,A
60.0,F,169.3,61.3,26.1,79.0,131.0,31.9,22.8,30.0,164.0,A
41.0,M,176.0,78.4,22.8,93.0,153.0,43.8,16.3,46.0,205.0,B
60.0,M,164.7,55.8,17.7,83.0,147.0,27.2,14.1,27.0,165.0,B
57.0,F,154.3,62.7,30.2,72.0,128.0,24.0,21.8,29.0,147.0,B
23.0,F,165.9,55.5,26.9,70.0,121.0,19.6,18.7,48.0,155.0,D
33.0,M,172.7,66.1,18.3,70.0,107.0,42.4,18.0,51.0,221.0,A
37.0,F,167.8,70.0,35.6,85.0,120.0,26.1,-2.8,13.0,142.0,D
63.0,M,167.6,57.5,15.0,85.0,138.0,43.0,12.6,28.0,197.0,B
26.0,M,172.1,73.0,17.8,79.0,141.0,52.9,11.6,47.0,214.0,B
26.0,F,170.4,66.8,24.3,85.0,126.0,24.3,16.2,48.0,153.0,C
63.0,F,150.2,51.9,37.4,77.0,142.0,19.8,18.8,19.0,123.0,B
21.0,M,177.6,74.5,78.4,69.0,122.0,44.9,26.1,59.0,235.0,A
57.0,M,175.5,82.3,25.4,85.0,152.0,42.5,10.4,27.0,183.0,D
26.0,M,172.0,76.7,29.2,88.0,141.0,39.1,-25.0,22.0,197.0,D
50.0,M,173.6,68.9,22.3,87.0,144.0,42.2,16.4,56.0,195.0,A
43.0,F,159.9,56.4,25.8,64.0,111.0,25.0,17.0,23.0,165.0,C
61.0,M,177.8,78.1,15.1,71.0,127.0,51.9,3.5,47.0,140.0,C
21.0,M,172.5,71.3,20.6,69.0,143.0,37.3,16.2,37.0,222.0,D
56.0,M,167.3,54.7,18.7,64.0,116.0,36.6,20.5,38.0,205.0,B
39.0,M,178.3,80.3,21.0,73.0,126.0,49.7,8.9,36.0,201.0,C
61.0,M,159.4,56.3,25.2,82.0,159.0,28.0,4.8,26.0,169.0,D
26.0,F,158.2,60.9,32.5,80.0,120.0,34.0,26.0,50.0,173.0,A
25.0,M,171.9,80.5,29.0,76.0,115.0,41.0,14.2,15.0,202.0,D
29.0,F,162.5,57.2,33.5,78.0,114.0,24.7,19.8,36.0,167.0,A
25.0,F,159.0,50.3,20.1,60.0,130.0,29.8,20.7,44.0,186.0,A
45.0,F,159.0,50.1,16.0,81.0,136.0,32.6,28.8,59.0,212.0,A
27.0,M,176.0,70.8,16.7,70.0,114.0,60.2,17.2,66.0,241.0,B
27.0,F,168.1,72.7,33.7,84.0,145.0,28.5,8.1,25.0,121.0,D
26.0,M,176.1,73.7,18.1,62.0,126.0,42.4,17.9,57.0,234.0,B
50.0,M,165.5,71.6,19.5,80.0,146.0,45.1,0.8,45.0,217.0,D
22.0,M,170.3,63.1,16.9,74.0,122.0,31.7,14.9,51.0,206.0,C
35.0,M,168.1,67.6,11.1,69.0,115.0,47.3,26.7,65.0,214.0,A
27.0,M,171.0,63.5,14.7,96.0,144.0,35.6,2.7,47.0,229.0,D
24.0,M,170.2,79.7,13.2,93.0,149.0,51.7,17.0,64.0,259.0,D
25.0,M,162.9,60.3,27.4,69.0,108.0,35.1,9.5,38.0,195.0,C
21.0,M,171.9,61.4,17.6,99.0,131.0,32.1,8.3,44.0,194.0,C
64.0,M,163.4,62.1,27.3,89.0,146.0,35.1,15.5,27.0,175.0,B
21.0,M,179.1,70.5,12.0,96.0,154.0,46.5,9.3,47.0,240.0,C
60.0,F,153.2,50.2,32.6,78.0,143.0,28.1,20.4,3.0,118.0,D
52.0,M,169.3,68.8,23.5,92.0,132.0,44.1,11.3,36.0,182.0,B
35.0,M,173.7,68.5,23.2,87.0,142.0,43.5,13.5,43.0,195.0,B
35.0,M,169.7,97.26,33.6,94.0,139.0,43.3,5.3,24.0,200.0,D
58.0,M,177.4,73.2,15.8,72.0,144.0,20.5,17.9,36.0,194.0,A
41.0,M,170.2,85.4,21.3,89.0,130.0,49.1,13.4,42.0,225.0,B
23.0,M,182.8,88.8,28.8,80.0,151.0,42.1,16.4,55.0,221.0,D
47.0,M,176.5,77.0,15.9,98.0,153.0,40.1,19.4,47.0,213.0,B
30.0,M,180.3,89.2,16.8,68.0,127.0,60.2,18.0,61.0,260.0,C
62.0,F,162.8,58.2,23.8,73.0,138.0,22.0,20.0,26.0,120.0,B
48.0,M,179.2,79.7,27.3,73.0,120.0,42.0,17.0,31.0,215.0,D
57.0,F,160.4,62.4,32.7,69.0,123.0,24.9,19.5,15.0,148.0,B
32.0,M,175.7,61.3,19.6,75.0,128.0,41.1,-2.5,35.0,198.0,D
30.0,M,167.2,60.6,22.3,87.0,141.0,44.9,9.6,41.0,193.0,B
23.0,M,168.7,61.0,12.1,76.0,111.0,36.3,24.4,59.0,242.0,B
23.0,M,179.6,67.6,17.0,97.0,137.0,37.8,14.9,44.0,175.0,C
61.0,M,177.5,68.4,21.3,65.0,112.0,39.7,3.5,24.0,197.0,C
53.0,F,163.9,60.8,35.0,89.0,145.0,21.3,4.1,17.0,130.0,D
27.0,F,163.2,53.8,23.3,88.0,148.0,29.1,20.1,41.0,201.0,A
47.0,F,164.7,55.3,28.0,68.0,101.0,22.6,19.5,26.0,138.0,B
47.0,F,159.9,52.0,25.2,61.0,96.0,27.4,24.4,31.0,164.0,A
34.0,M,175.6,89.5,25.9,89.0,135.0,44.8,16.5,42.0,206.0,D
27.0,M,173.6,69.2,9.0,77.0,127.0,50.0,21.0,51.0,245.0,A
21.0,F,152.5,47.0,36.9,67.0,109.0,17.5,1.3,9.0,139.0,D
22.0,M,187.0,101.3,26.3,75.0,133.0,47.0,8.6,56.0,242.0,D
21.0,F,160.7,49.6,28.4,88.0,132.0,24.6,21.1,56.0,166.0,A
38.0,M,176.6,69.1,11.4,75.0,141.0,43.9,27.5,53.0,250.0,A
32.0,M,176.1,75.5,18.4,86.0,148.0,55.7,6.6,53.0,210.0,C
54.0,F,156.8,60.6,30.2,86.0,108.0,33.4,24.0,34.0,162.0,C
23.0,F,155.8,50.4,26.3,67.0,97.0,23.9,19.2,32.0,162.0,B
26.0,M,176.3,75.02,15.5,94.0,137.0,43.0,11.3,54.0,216.0,C
22.0,F,170.8,66.5,32.6,84.0,138.0,27.5,22.7,37.0,166.0,A
61.0,M,167.0,62.92,19.5,78.0,129.0,31.5,2.6,36.0,181.0,C
32.0,M,179.3,86.0,23.5,84.0,135.0,52.6,10.5,46.0,192.0,B
48.0,M,175.0,84.3,29.2,96.0,137.0,37.0,-2.4,24.0,171.0,D
37.0,F,161.2,53.6,30.5,70.0,122.0,25.4,21.1,19.0,173.0,D
34.0,M,169.4,77.1,22.8,90.0,150.0,51.5,25.9,47.0,217.0,B
26.0,F,165.3,55.4,26.8,71.0,122.0,26.3,24.6,28.0,156.0,B
45.0,F,149.0,45.9,30.3,88.0,121.0,20.5,6.7,22.0,138.0,D
21.0,M,174.4,72.8,17.7,66.0,110.0,49.9,17.8,42.0,229.0,C
30.0,F,161.9,67.9,16.5,81.0,127.0,44.1,25.1,39.0,222.0,B
48.0,M,168.1,68.0,29.3,97.0,149.0,37.0,-0.2,17.0,169.0,D
29.0,F,163.0,58.9,28.6,82.0,115.0,26.1,23.0,44.0,165.0,B
58.0,F,160.2,57.2,42.5,68.0,106.0,22.2,14.5,12.0,103.0,D
39.0,F,159.8,53.7,26.3,91.0,146.0,30.0,20.9,36.0,185.0,A
26.0,M,183.0,71.1,15.4,69.0,109.0,40.3,18.7,54.0,222.0,B
26.0,F,160.7,70.4,38.1,69.0,123.0,28.4,17.6,33.0,165.0,B
39.0,M,173.9,65.5,11.1,81.0,130.0,47.8,16.0,54.0,255.0,A
26.0,M,186.0,79.3,23.5,70.0,140.0,50.9,5.3,45.0,176.0,D
21.0,M,178.7,65.4,11.4,44.0,140.0,43.0,18.5,56.0,237.0,A
21.0,M,172.8,79.5,20.5,63.0,126.0,48.0,0.9,53.0,227.0,D
43.0,M,175.0,69.5,15.1,90.0,140.0,38.3,19.8,51.0,227.0,A
33.0,M,184.5,108.3,30.2,87.0,152.0,58.7,16.7,50.0,224.0,D
28.0,M,172.0,68.6,14.8,64.0,121.0,50.0,15.5,52.0,242.0,A
30.0,M,179.0,68.8,12.3,63.0,103.0,52.0,19.0,54.0,233.0,A
61.0,F,159.6,63.1,32.3,62.0,115.0,22.4,12.0,18.0,117.0,C
26.0,M,183.3,77.7,18.3,74.0,132.0,43.6,14.3,50.0,218.0,B
44.0,F,156.3,62.1,35.2,54.0,122.0,26.9,13.3,37.0,155.0,D
54.0,M,174.4,74.4,23.7,80.0,135.0,34.8,8.3,29.0,160.0,D
31.0,M,168.1,74.4,25.0,81.0,156.0,40.1,17.6,40.0,195.0,D
51.0,M,166.1,70.9,25.4,96.0,147.0,52.3,13.7,54.0,207.0,B
59.0,M,178.9,83.6,20.5,79.0,127.0,46.9,8.6,42.0,180.0,D
27.0,M,182.6,74.42,19.4,79.0,116.0,51.4,19.0,57.0,226.0,A
42.0,F,158.1,62.1,29.1,72.0,130.0,30.4,20.1,32.0,146.0,B
21.0,F,172.9,68.36,34.0,70.0,115.0,21.9,24.0,42.0,178.0,D
59.0,F,153.4,53.3,25.0,89.0,149.0,28.8,14.0,30.0,128.0,C
27.0,M,178.8,66.4,11.2,78.0,144.0,43.9,8.9,39.0,268.0,C
21.0,M,172.6,71.7,13.4,86.0,130.0,51.2,13.6,62.0,232.0,B
22.0,F,165.3,51.5,22.8,94.0,130.0,25.2,28.5,57.0,173.0,A
28.0,F,165.0,76.5,21.7,56.0,107.0,39.6,23.0,39.0,185.0,A
23.0,M,172.5,67.5,17.9,67.0,112.0,49.0,2.2,57.0,241.0,D
27.0,M,176.5,70.0,15.1,85.0,139.0,65.3,20.5,51.0,219.0,B
26.0,M,179.9,82.5,18.4,93.0,133.0,46.4,22.7,31.0,248.0,D
56.0,F,159.5,53.9,31.3,70.0,124.0,20.7,32.0,24.0,135.0,B
22.0,F,158.9,52.6,29.6,65.0,120.0,17.2,20.4,23.0,137.0,D
49.0,M,167.7,72.0,24.9,86.0,129.0,43.1,21.0,41.0,209.0,B
24.0,F,161.1,48.1,21.8,63.0,102.0,29.6,24.7,46.0,164.0,A
39.0,M,171.8,70.1,18.7,93.0,138.0,55.5,15.8,58.0,220.0,A
23.0,M,183.2,74.4,9.5,63.0,118.0,53.7,13.9,64.0,218.0,B
21.0,M,177.2,70.4,21.1,70.0,114.0,35.5,14.1,35.0,213.0,D
57.0,M,169.9,69.5,18.3,88.0,144.0,48.6,11.1,26.0,164.0,C
21.0,M,175.3,80.3,13.8,75.0,136.0,52.2,24.5,59.0,245.0,A
60.0,F,157.5,59.4,29.0,73.0,119.0,30.1,29.6,28.0,152.0,A
44.0,M,185.3,82.7,19.0,71.0,111.0,39.1,8.5,40.0,220.0,D
21.0,M,169.5,76.0,27.8,71.0,120.0,41.4,3.6,57.0,211.0,D
26.0,F,168.5,57.58,26.0,77.0,123.0,27.8,22.1,37.0,159.0,A
24.0,M,161.1,53.7,6.9,63.0,121.0,41.8,24.3,60.0,248.0,A
48.0,F,170.1,83.5,37.5,78.0,131.0,29.9,12.0,17.0,105.0,D
63.0,M,163.4,56.64,20.4,63.0,126.0,29.8,11.6,22.0,159.0,C
25.0,M,180.9,91.2,23.4,76.0,117.0,53.8,21.3,55.0,259.0,B
49.0,M,171.3,71.9,19.4,75.0,130.0,47.5,9.4,48.0,201.0,B
60.0,M,170.0,74.8,26.9,81.0,140.0,34.9,8.2,29.0,161.0,B
28.0,M,179.7,74.1,19.1,70.0,136.0,37.1,25.5,45.0,222.0,C
21.0,M,171.2,65.5,20.4,84.0,136.0,43.7,20.4,45.0,224.0,C
23.0,M,179.0,86.9,20.1,81.0,123.0,46.6,19.6,56.0,207.0,C
38.0,M,177.0,75.0,13.9,86.0,142.0,52.1,17.8,62.0,257.0,A
28.0,M,181.9,78.4,7.8,72.0,138.0,49.0,26.4,55.0,258.0,A
23.0,F,163.6,54.7,28.3,67.0,129.0,23.0,21.0,48.0,127.0,A
21.0,F,169.5,83.7,42.9,73.0,138.0,21.6,20.3,43.0,166.0,D
45.0,M,180.9,78.6,18.4,92.0,146.0,52.6,19.5,25.0,214.0,D
24.0,F,163.7,53.4,27.5,83.0,122.0,25.7,12.1,37.0,181.0,C
27.0,M,174.0,70.5,18.0,75.0,145.0,39.9,10.7,42.0,246.0,C
58.0,F,150.4,60.8,31.8,65.0,122.0,33.1,7.3,22.0,122.0,D
31.0,M,174.2,83.3,13.3,74.0,123.0,55.2,18.4,58.0,247.0,C
23.0,M,167.0,59.6,9.5,68.0,121.0,40.0,15.3,32.0,212.0,D
29.0,M,182.0,77.2,19.0,78.0,134.0,52.9,5.3,56.0,234.0,C
22.0,M,183.0,78.3,17.5,88.0,135.0,46.2,5.6,62.0,206.0,D
44.0,F,159.7,58.8,32.6,75.0,106.0,23.5,21.9,20.0,132.0,C
21.0,M,183.3,76.5,13.8,66.0,117.0,41.5,16.3,59.0,227.0,B
23.0,F,168.1,55.9,26.3,65.0,97.0,28.2,15.5,35.0,160.0,C
56.0,M,178.0,71.9,17.6,76.0,133.0,29.6,4.9,41.0,175.0,C
24.0,F,165.7,58.2,24.5,73.0,125.0,26.8,20.9,52.0,180.0,A
23.0,M,175.3,77.5,20.1,80.0,139.0,43.9,11.0,37.0,208.0,D
58.0,M,168.6,100.4,30.3,82.0,141.0,43.1,0.1,37.0,171.0,D
48.0,M,172.0,75.0,38.2,71.0,139.0,31.9,6.5,21.0,202.0,D
21.0,M,183.0,67.0,14.9,68.0,123.0,35.4,4.2,54.0,205.0,D
26.0,M,179.9,83.4,17.5,76.0,139.0,42.1,-5.3,60.0,233.0,D
63.0,M,167.2,73.3,24.4,83.0,157.0,53.3,24.6,31.0,189.0,A
25.0,M,179.7,79.0,14.8,98.0,149.0,53.9,17.2,58.0,220.0,A
32.0,M,170.3,66.3,9.3,72.0,151.0,47.9,16.7,51.0,247.0,A
59.0,F,152.6,61.5,36.1,70.0,122.0,21.1,16.8,22.0,120.0,D
36.0,M,179.1,72.3,16.3,93.0,125.0,44.2,9.7,39.0,217.0,B
40.0,M,183.7,97.7,32.6,88.0,155.0,47.3,14.0,32.0,206.0,D
29.0,M,170.5,68.4,13.5,81.0,135.0,39.8,23.3,48.0,247.0,B
27.0,M,171.8,70.4,17.1,76.0,136.0,44.7,13.8,55.0,247.0,B
24.0,F,166.6,50.5,17.7,60.0,105.0,22.6,31.0,50.0,198.0,A
33.0,F,163.7,49.1,25.8,81.0,117.0,21.6,13.9,38.0,191.0,B
49.0,M,176.9,73.2,17.9,75.0,124.0,53.9,17.5,50.0,219.0,C
32.0,M,191.4,93.3,14.6,71.0,149.0,58.7,15.5,35.0,235.0,D
57.0,F,155.4,53.8,23.7,77.0,124.0,27.6,21.8,35.0,140.0,A
28.0,M,178.8,68.3,17.4,67.0,120.0,35.1,-13.2,49.0,189.0,D
52.0,M,174.0,73.2,22.2,92.0,137.0,46.1,10.2,46.0,198.0,C
28.0,F,162.8,56.8,27.9,81.0,119.0,32.6,20.9,44.0,186.0,A
44.0,F,164.5,63.6,28.3,93.0,123.0,28.6,19.9,38.0,138.0,A
21.0,F,162.0,48.3,21.3,85.0,119.0,24.0,24.0,28.0,139.0,C
58.0,M,170.0,79.8,25.5,98.0,146.0,28.7,21.7,26.0,166.0,D
27.0,M,171.8,75.1,24.9,90.0,144.0,42.7,8.6,54.0,211.0,C
64.0,M,166.2,62.5,23.5,81.0,151.0,37.1,13.3,32.0,177.0,B
25.0,M,172.0,65.9,18.6,92.0,140.0,38.1,12.2,54.0,227.0,B
28.0,F,171.5,64.0,18.5,85.0,135.0,31.4,18.5,36.0,198.0,A
48.0,F,151.3,49.4,27.3,45.0,91.0,18.7,8.5,21.0,149.0,D
62.0,M,167.8,65.42,25.5,85.0,142.0,28.6,10.5,17.0,153.0,D
33.0,M,179.5,79.5,7.9,73.0,136.0,46.3,19.2,60.0,269.0,C
34.0,M,180.7,84.9,22.8,90.0,155.0,33.9,15.3,57.0,255.0,D
60.0,M,173.5,75.2,19.9,80.0,120.0,47.0,12.5,26.0,196.0,C
25.0,M,168.8,87.3,20.6,77.0,143.0,60.9,20.7,68.0,230.0,A
25.0,M,175.2,73.9,11.0,82.0,140.0,54.3,18.4,58.0,252.0,A
21.0,F,167.7,61.1,28.3,58.0,109.0,23.5,22.9,21.0,172.0,D
37.0,F,166.4,58.2,24.4,72.0,123.0,29.1,21.7,37.0,170.0,A
25.0,M,173.4,72.32,18.7,80.0,128.0,45.8,12.0,52.0,229.0,B
51.0,M,165.7,58.1,17.9,94.0,145.0,36.3,12.1,29.0,200.0,C
22.0,F,164.6,54.1,27.6,65.0,110.0,28.9,18.8,50.0,158.0,B
51.0,M,163.1,67.7,23.6,96.0,145.0,41.8,5.3,42.0,197.0,C
31.0,M,172.2,64.1,15.7,68.0,103.0,33.3,10.8,37.0,200.0,C
24.0,F,160.4,52.2,26.2,73.0,134.0,31.8,26.3,46.0,161.0,A
61.0,M,169.0,72.4,26.7,78.0,120.0,30.7,23.8,37.0,187.0,D
26.0,M,177.8,71.0,17.5,57.0,112.0,48.3,-6.0,35.0,190.0,D
40.0,M,173.8,73.2,12.0,80.0,148.0,46.9,15.0,50.0,250.0,A
37.0,M,178.8,86.1,22.1,92.0,150.0,36.8,16.7,41.0,209.0,D
21.0,F,160.6,53.0,23.4,68.0,116.0,26.9,25.7,25.0,189.0,C
44.0,F,162.3,55.1,26.8,85.0,132.0,25.2,17.8,36.0,145.0,B
32.0,M,179.8,81.9,23.9,93.0,141.0,47.8,6.7,49.0,252.0,C
27.0,M,177.0,69.48,13.9,66.0,125.0,39.5,6.0,58.0,221.0,C
21.0,F,148.0,43.7,19.3,52.0,108.0,28.5,28.9,55.0,185.0,A
30.0,M,162.1,62.0,21.0,84.0,139.0,38.1,10.3,53.0,195.0,C
21.0,M,173.6,69.12,16.1,89.0,127.0,48.8,10.1,50.0,221.0,C
28.0,M,172.0,74.86,28.0,80.0,120.0,40.5,0.7,59.0,186.0,D
64.0,F,156.0,62.2,33.2,78.0,135.0,31.7,15.8,23.0,144.0,B
55.0,M,169.6,71.8,18.5,80.0,124.0,42.8,16.0,26.0,210.0,C
39.0,M,182.7,80.0,17.2,92.0,142.0,50.7,14.9,46.0,222.0,A
33.0,F,165.2,61.9,29.9,92.0,143.0,30.4,20.5,39.0,186.0,A
28.0,M,187.7,84.6,10.2,86.0,152.0,53.4,6.5,56.0,237.0,C
29.0,M,179.8,76.44,11.8,96.0,147.0,60.3,22.2,62.0,229.0,A
21.0,F,158.5,51.9,18.0,87.0,139.0,20.3,13.8,61.0,214.0,C
21.0,F,157.7,45.54,17.7,75.0,107.0,22.2,24.9,20.0,184.0,D
43.0,F,162.0,72.3,40.5,86.0,122.0,26.6,4.0,22.0,110.0,D
35.0,M,180.6,78.0,23.9,90.0,133.0,39.1,-10.7,14.0,179.0,D
28.0,M,178.3,76.8,3.0,73.0,145.0,53.66,29.5,68.0,259.0,A
22.0,M,180.2,68.4,13.8,79.0,134.0,43.1,7.3,62.0,284.0,C
45.0,M,173.8,70.0,13.7,67.0,112.0,37.4,12.7,34.0,234.0,C
22.0,F,170.2,61.3,25.4,70.0,108.0,27.9,21.0,29.0,140.0,C
62.0,F,150.3,57.4,41.1,70.0,146.0,18.5,11.0,3.0,95.0,D
62.0,M,163.8,68.6,24.7,82.0,136.0,41.9,9.0,32.0,177.0,B
23.0,M,181.8,78.9,18.3,91.0,149.0,51.6,15.4,51.0,210.0,C
26.0,M,171.0,69.2,16.6,84.0,139.0,45.6,12.6,49.0,243.0,B
